名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
万科幸福誉,黄埔,知识城,3室2厅,南,44.0,2600,59
keylife奇寓,,,2室2厅,,47.0,4425,94
广纸路,海珠,工业大道中,2室1厅,东南,41.0,3200,78
羊城青年社区,,,,,14.5,1750,120
琶洲新村,海珠,万胜围,1室1厅,北,28.0,5400,192
魔方公寓,,,,,15.0,2030,135
丽海雅居,海珠,滨江中,3室1厅,东北,67.5,7500,111
羊城青年社区,,,,,14.5,1800,124
新城国际,海珠,金碧,2室1厅,东南,22.5,4000,177
羊城青年社区,,,,,13.75,1750,127
瑞康路,海珠,新港西,2室1厅,南/北,32.5,2500,76
中海名都,海珠,滨江中,3室2厅,,62.5,7300,116
华海大厦(海珠),海珠,江南大道中,1室1厅,东,25.0,1800,72
羊城青年社区,,,,,14.0,1800,128
恒大御景湾,南海,金沙洲,2室2厅,东北,45.5,3300,72
金地草莓社区,,,1室1厅,,12.5,1099,87
恒大御景半岛,南海,金沙洲,4室2厅,,101.0,4800,47
金地草莓社区,,,1室1厅,,12.5,1099,87
丽景雅庭,白云,同和,3室1厅,东,47.0,2700,57
金地草莓社区,,,,,20.0,1599,79
岭南新世界,白云,嘉禾望岗,4室1厅,南/北,88.5,5800,65
金地草莓社区,,,,,12.5,1360,108
大金钟路,白云,大金钟路,3室2厅,东南,60.0,3300,55
元邦明月翡翠,白云,新市,3室1厅,西南,36.5,4500,123
城西花园,白云,金沙洲,1室1厅,东南,14.0,2100,150
房东直租,,,1室1厅,,22.5,1280,56
富业苑云岭秀色,白云,大金钟路,1室1厅,东南,59.0,2200,37
金桂园,白云,桂花岗,5室3厅,南,130.5,15000,114
龙光玖誉府,白云,江高镇,3室2厅,东北,41.5,2200,53
广州启程公寓,,,2室1厅,,35.0,1200,34
梓元岗路,白云,桂花岗,1室1厅,,25.0,2200,88
广州蓝堡公寓,,,,,9.0,1180,131
恒大御府,白云,梅花园,3室2厅,南,47.5,6500,136
肖女侠青年社区,,,1室1厅,,20.0,880,44
南浦长大公司,番禺,南浦,3居室,南卧,15.0,1700,113
百合白领公寓,,,1室1厅,,13.25,1139,85
海怡花园,番禺,厦滘,3室1厅,东南,44.5,4000,89
顿号青年社区,,,1室1厅,,17.5,1350,77
奥园广场,番禺,桥南,1室1厅,南/北,20.0,1680,84
建方寓,,,,,15.0,1750,116
珠江花园,番禺,厦滘,2室2厅,南,82.5,5000,60
城家公寓,,,有折扣二室一厅近地铁,,62.5,6200,99
祈福新村月明轩,番禺,祈福新村,3室2厅,北,86.0,4000,46
城家公寓,,,有优惠一室一厅,,71.0,5575,78
新月明珠花园,番禺,大石,3室2厅,东北,55.0,5000,90
万科欧泊,番禺,万博,0室0厅,,6.0,500,83
富丽家园豪景楼,番禺,大石,3室1厅,北,104.5,3900,37
龙湖冠寓,,,,,13.0,1306,100
丽景阁,番禺,市桥,8室0厅,南/北,248.5,8000,32
建业大厦,番禺,市桥,3室1厅,,48.5,2500,51
万博翠湖花园,番禺,汉溪长隆,8室2厅,南,236.5,18000,76
城家公寓,,,拎包入住精装一居室B,,14.5,1850,127
海棠居,番禺,洛溪,3室2厅,东北,102.5,11000,107
城家公寓,,,一居室A限时特惠,,14.5,1525,105
星力时代豪庭,番禺,市桥北,3室2厅,北,58.5,3500,59
羊城青年社区,,,,,13.75,1050,76
喜盈嘉立思酒店公寓,番禺,桥南,1室1厅,南,31.5,2200,69
羊城青年社区,,,,,14.5,1050,72
华荟明苑,番禺,洛溪,3室2厅,北,54.0,4800,88
来回轻社区,,,,,14.0,2238,159
阳光假日园,天河,棠下,3室2厅,南,88.5,5000,56
来回轻社区,,,,,14.0,2188,156
瑜翠园,天河,龙洞,3室2厅,南,44.5,4400,98
来回轻社区,,,,,14.0,2288,163
环市西路,荔湾,流花站前,2室1厅,南,64.5,1650,25
粤来租,,,1室1厅,,22.5,2430,108
下塘西路,越秀,麓景,1室1厅,北,15.0,3480,232
先烈中路81号大院,越秀,黄花岗,2室1厅,北,30.0,3700,123
菜园东,越秀,东川路,3室2厅,,58.0,5800,100
YOU+社区,,,1室1厅,,19.0,3344,176
合润广场,越秀,北京路,2室2厅,东,34.0,4600,135
金地草莓社区,,,,,14.0,2385,170
站西路,越秀,流花站前,2室1厅,东南,35.0,2000,57
星河盟客公寓,,,,,15.25,2857,187
御东雅苑,越秀,盘福,3室1厅,西北,76.0,8000,105
YOU+社区,,,,,12.5,2141,171
永福路89号大院,越秀,沙河,3室2厅,南/北,41.5,3300,79
广州隽语公寓,,,,,12.5,2600,208
萝岗敏捷广场,黄埔,科学城,1室0厅,东北,15.0,1450,96
华仔国际公寓,,,1室1厅,,19.0,1980,104
中海誉城北苑,黄埔,香雪,3室2厅,南,57.0,4000,70
自来水公司,黄埔,黄埔区府,2室1厅,南,27.5,2500,90
万科幸福悦,黄埔,知识城,2室1厅,西南,38.0,2500,65
华仔国际公寓,,,1室1厅,,20.0,2590,129
港航中心,黄埔,鱼珠,2室1厅,南,30.0,5000,166
兴普紫园,黄埔,科学城,1室1厅,东,26.5,2800,105
黄埔中央城,黄埔,香雪,3室1厅,南,51.0,4000,78
江北西苑,黄埔,文冲,4居室,南卧,27.5,1564,56
中海誉城南苑,黄埔,香雪,4室2厅,南,70.0,5200,74
keylife奇寓,,,2室1厅,,45.0,4520,100
金融街融穗御府,黄埔,长岭居,2室1厅,北,59.0,3300,55
华仔国际公寓,,,,,20.0,1930,96
雅郡花园,海珠,万胜围,5室2厅,南,110.5,22000,199
银山尚橙,海珠,工业大道北,2室2厅,南,79.0,4800,60
杏坛小区,海珠,宝岗,3室1厅,东南,44.5,4500,101
羊城青年社区,,,,,14.0,1750,125
中海橡园国际,海珠,工业大道北,3室1厅,南,49.5,7500,151
与之城市青年之家,,,,,16.25,2330,143
万华花园,海珠,东晓南,3室2厅,东南,75.0,4800,64
魔方公寓,,,,,16.5,1680,101
罗马家园,海珠,沥滘,4室2厅,南,82.5,7000,84
魔方公寓,,,,,17.5,2130,121
汇龙居,海珠,赤岗,3室1厅,南,46.0,5800,126
金地草莓社区,,,1室1厅,,19.5,2885,147
一品湖山,白云,南湖,3室2厅,南/北,43.5,4200,96
房东直租,,,,,17.5,1180,67
香江苑,白云,机场路,1室0厅,南,26.5,1700,64
红林物业,,,1室1厅,,25.0,2200,88
城家公寓,,,大阳台一居室有优惠,,37.0,2775,75
合景天峻,黄埔,知识城,2室1厅,南,20.0,2000,100
华仔国际公寓,,,1室1厅,,20.75,1932,93
时代天境（黄埔）,黄埔,香雪,4室2厅,南,54.0,4500,83
奥园香雪华府,黄埔,香雪,4居室,南卧,26.0,1711,65
越秀滨海悦城,南沙,金洲,3室2厅,南/北,59.5,3800,63
广州SOHO公寓,,,,南沙,10.0,490,49
南沙金茂湾,南沙,明珠湾,4室2厅,南/北,70.0,6000,85
广州SOHO公寓,,,1室1厅,南沙,15.0,550,36
中国铁建海悦国际,南沙,万顷沙,4室2厅,南/北,62.0,2300,37
维也纳酒店,,,1室1厅,南沙店,17.5,2000,114
湾区·金融城,南沙,明珠湾,3室2厅,南/北,50.5,3300,65
越秀滨海隽城,南沙,金洲,3室2厅,东南,58.5,2400,41
越秀国际总部广场,南沙,金洲,3室2厅,南,32.0,2200,68
中国铁建海语熙岸,南沙,南沙区府,3室2厅,东南,51.5,3500,67
华汇国际广场,南沙,进港大道,1室1厅,南,27.5,1300,47
碧桂园天玺湾,南沙,进港大道,2室2厅,北,34.0,1600,47
越秀滨海珺城,南沙,明珠湾,3室2厅,东南,46.5,2100,45
领南星河荣誉,南沙,南沙港,3室2厅,南,50.5,1800,35
越秀滨海御城,南沙,金洲,3室2厅,南,54.0,3200,59
星河壹号公馆,南沙,金洲,1居室,南卧,15.0,1500,100
恒大阳光半岛,南沙,万顷沙,3室1厅,东南,49.0,2800,57
龙光棕榈水岸北区,南沙,南沙区府,3室2厅,北,88.0,2800,31
海力花园,南沙,进港大道,3室2厅,东北,83.5,2800,33
恒大阳光半岛,南沙,万顷沙,2室2厅,南,36.5,2600,71
奥园中环广场,南沙,金洲,1室1厅,南,64.0,1400,21
南沙保利南怡湾,南沙,黄阁,2室2厅,北,37.5,2000,53
海璟奥园,南沙,金洲,4室2厅,东南,89.0,3800,42
碧桂园天玺湾,南沙,进港大道,6室3厅,南/北,225.0,8000,35
南沙万达广场,南沙,金洲,1室1厅,南,26.5,1800,67
敏捷尚品国际,南沙,进港大道,4室2厅,北,84.0,5300,63
南沙湾御苑,南沙,南沙港,3室2厅,南,51.0,2300,45
金科博翠明珠,南沙,明珠湾,3室2厅,北,42.5,3000,70
方圆星宇月岛,南沙,进港大道,3室1厅,南,37.5,2000,53
名苑别墅,南沙,东涌,2室2厅,东南,30.0,1600,53
富力泉天下,从化,温泉镇,5室2厅,东南,83.0,2800,33
富力泉天下,从化,温泉镇,4室2厅,东,111.5,6000,53
景业荔都,从化,江浦街,3室2厅,南,56.5,1500,26
保利桃花源,从化,江浦街,2室2厅,南,80.5,2000,24
碧桂园荔山雅筑,从化,赤草,3室2厅,东南,72.5,2300,31
珠江国际城,从化,神岗镇,4室2厅,西南,72.5,1600,22
珠江国际城,从化,神岗镇,3室2厅,西南,45.0,1500,33
时代幸汇,从化,江浦街,3室2厅,东南,50.0,2800,56
珠江国际城,从化,神岗镇,3室2厅,南,51.5,1500,29
紫泉翠荔嘉园,从化,太平镇,4室2厅,南,75.5,2500,33
君源御湖城,从化,江浦街,3室2厅,南,52.5,1500,28
人盛巴厘天地,从化,神岗镇,2室1厅,南/北,42.0,1300,30
智汇国际,从化,太平镇,3室2厅,西南,66.0,3500,53
云星钱隆天誉,从化,太平镇,3室2厅,南,108.5,2300,21
怡富绿色家园,从化,新城片区,4室2厅,南,82.5,2500,30
富力泉天下,从化,温泉镇,3室2厅,南,50.0,1200,24
人盛巴厘天地,从化,神岗镇,3室2厅,南,84.5,1600,18
珠江国际城,从化,神岗镇,3室2厅,东北,44.5,1200,26
大城云山,从化,太平镇,3室2厅,南,56.0,2500,44
莱茵水岸,从化,江浦街,3室2厅,东南,55.5,1800,32
云星钱隆天誉,从化,太平镇,3室2厅,东北,44.0,2000,45
富力泉天下,从化,温泉镇,3室2厅,南,50.0,2000,40
富力泉天下,从化,温泉镇,1室0厅,东南,22.5,1100,48
珠江国际城,从化,神岗镇,3室2厅,西南,59.0,1600,27
珠江国际城,从化,神岗镇,3室2厅,东北,52.0,1800,34
富力泉天下,从化,温泉镇,3室2厅,东南,55.0,2000,36
时代印象,从化,太平镇,3室2厅,东南,49.0,2600,53
珠江国际城,从化,神岗镇,3室2厅,西南,72.0,2000,27
珠江国际城,从化,神岗镇,3室2厅,西南,93.0,1580,16
富力泉天下,从化,温泉镇,1室0厅,东南,22.5,1200,53
天成居,天河,车陂,2室1厅,南,36.0,4100,113
义比利公寓,,,1室1厅,,22.5,1599,71
景安花园,天河,东圃,4室2厅,南,90.0,7000,77
蝌蚪公寓,,,,,23.5,3946,167
华景新城泽晖苑,天河,华景新城,2室2厅,东南,39.0,4000,102
广州嘉尚公寓,,,1室1厅,,15.0,1980,132
百合路38-64号宿舍（双号）,天河,员村,3室1厅,南,40.0,3900,97
燕塘公寓,,,1室1厅,,21.0,2800,133
东华西路,越秀,东川路,1室1厅,南,30.0,1500,50
东呈集团,,,1室1厅,,10.0,6000,600
华侨新村,越秀,淘金,5室3厅,东南,150.0,65000,433
东呈集团,,,,,16.0,14525,907
中山三路,越秀,东川路,2室1厅,东南,25.0,3300,132
东呈集团,,,,,13.0,11868,912
水荫直街,越秀,水荫,3室2厅,南/北,40.0,5600,140
珑遇,,,,小北店,10.5,2100,200
广工大院,越秀,黄花岗,2室1厅,东/南,27.0,3500,129
珑遇,,,1室1厅,小北店,15.0,3500,233
梅宾东宿舍,白云,梅花园,2室1厅,东/南,32.5,2800,86
房东直租,,,1室1厅,,22.5,1280,56
一品湖山,白云,南湖,3室2厅,南/北,43.5,4200,96
房东直租,,,,,17.5,1180,67
新景花苑,白云,黄石,3室1厅,北,37.5,2700,72
肖女侠青年社区,,,1室1厅,,22.5,800,35
恒大御府,白云,梅花园,3室2厅,南,47.5,6500,136
佳和公馆,,,2室1厅,,39.5,2900,73
城西花园,白云,金沙洲,1室1厅,东南,14.0,2100,150
肖女侠青年社区,,,,,12.5,499,39
燕子岗路,海珠,江燕路,1室1厅,北,29.5,2200,74
魔方公寓,,,,,17.5,2080,118
朗晴居二期,海珠,滨江中,2室2厅,南,57.0,5800,101
C家公寓,,,1室1厅,,17.0,1852,108
龙祥大厦,海珠,赤岗,3室2厅,东南,67.5,4800,71
C家公寓,,,1室1厅,,15.75,1580,100
怡乐路,海珠,中大,2室1厅,南,21.5,2700,125
C家公寓,,,1室1厅,,16.25,1650,101
顺华名庭,海珠,新港西,2室1厅,东南,44.0,4400,100
天俊阁,天河,体育中心,4室2厅,东北,73.5,16200,220
悦橄榄公寓,,,,,12.5,500,40
天誉花园,天河,林和,4室2厅,东,88.5,15000,169
五线谱公寓,,,,,14.0,1640,117
汇景新城世家,天河,汇景新城,4室2厅,南/北,110.0,17500,159
语莉相寓,,,,,15.0,1180,78
远洋天骄广场,天河,天河客运站,1室1厅,东北,26.0,4200,161
远洋明苑,天河,东圃,2室2厅,南/北,41.5,4600,110
保利心语,天河,珠江新城中,2室1厅,南,36.5,8500,232
佳遇社区,,,,,12.5,1600,128
昌乐园,天河,员村,2室1厅,东南,29.0,3800,131
龙岗路34号大院,天河,沙河,3室1厅,东,44.0,5300,120
招商雍华府,天河,黄村,4室2厅,东南,55.5,6500,117
伊房公寓,,,,,4.0,650,162
金燕花苑,天河,燕塘,2室1厅,南,35.0,4500,128
租德公寓,,,4室2厅,,70.5,6999,99
东晖花园,天河,天河公园,4室2厅,南/北,82.0,7500,91
来回轻社区,,,,,14.0,2238,159
金燕花苑,天河,燕塘,3室2厅,南,49.0,6500,132
来回轻社区,,,,,14.0,2188,156
富力天禧花园,天河,车陂,3室2厅,南/北,48.0,6300,131
富力东山新天地,越秀,五羊新城,3室2厅,东南,55.0,13000,236
逸居公寓,,,,,12.5,2100,168
文明路,越秀,农讲所,3室1厅,东南,35.0,3800,108
YOU+社区,,,,,11.5,2680,233
先烈中路,越秀,黄花岗,3室2厅,南/北,47.5,4000,84
惠福东路,越秀,北京路,2室1厅,东南,20.0,2650,132
御东和府,越秀,东山口,2室1厅,南,42.5,7500,176
YOU+社区,,,,,15.0,2600,173
小北路,越秀,小北,3室1厅,东,44.5,3500,78
广工大院,越秀,黄花岗,2室1厅,东南,25.0,3800,152
达道路,越秀,东山口,3室1厅,东南,43.0,3500,81
YOU+社区,,,,,9.5,2700,284
民间金融大厦,越秀,解放南,1室1厅,,29.0,5500,189
广州诚寓,,,,,10.0,1780,178
共和苑,越秀,杨箕,2室1厅,南/北,26.0,4000,153
广州诚寓,,,2室1厅,,30.0,3630,121
黄花新村,越秀,淘金,2室1厅,,30.0,3900,130
菁屋,,,,,16.25,2330,143
桂花岗,越秀,桂花岗,2室1厅,东,22.5,2300,102
励业公寓,,,1室1厅,,53.5,4090,76
富业苑云岭秀色,白云,大金钟路,1室1厅,东南,59.0,2200,37
北欧公寓,,,,,10.75,1294,120
兵房雅苑,白云,夏茅,3室1厅,南,40.0,2300,57
肖女侠青年社区,,,1室1厅,,22.5,830,36
石榴桥路,白云,景泰,3室1厅,南,35.0,2600,74
增槎路,白云,罗冲围,2室1厅,东南,39.0,2100,53
恒大御景半岛,南海,金沙洲,4室2厅,东南,80.0,5500,68
肖女侠青年社区,,,1室1厅,,25.0,650,26
京溪中路,白云,京溪,3室2厅,南,45.0,2900,64
新世界锦云峰,白云,嘉禾望岗,3室2厅,南,50.5,5100,100
景泰新村,白云,景泰,3室1厅,西南,84.0,2500,29
佳和公馆,,,1室1厅,,37.0,1700,45
华诺思云尚,白云,京溪,2室1厅,北,46.5,2000,43
渥公寓,,,2室1厅,,24.5,2400,97
华润置地润府,白云,嘉禾望岗,4室2厅,南,52.5,6500,123
808青年公寓,,,1室1厅,,15.0,660,44
广东美术馆宿舍,白云,三元里,3室2厅,东南,60.0,3500,58
肖女侠青年社区,,,,,11.25,730,64
C家公寓,,,1室1厅,,17.5,1800,102
新城国际,海珠,金碧,1室1厅,南,20.5,2800,136
魔方公寓,,,,,15.0,2299,153
印象琶洲公寓,海珠,磨碟沙,3室1厅,南,65.5,9000,137
租享家公寓,,,距地铁50米复式一居室/民用水电/阳光复型A户型01,,10.0,1799,179
会展世界城,海珠,万胜围,3室2厅,南,63.0,8800,139
光大花园中海锦榕湾,海珠,工业大道北,3室2厅,南,66.0,10800,163
保利花园,海珠,工业大道中,3室1厅,北,58.0,8600,148
逸居公寓,,,,,12.5,1288,103
中海锦苑,海珠,滨江东,3室2厅,南/北,69.0,11000,159
礼岗路,海珠,昌岗,1室0厅,南,12.5,2680,214
明珠花园(海珠区),海珠,东晓路,3室2厅,东南,55.0,4500,81
青年荟,,,1室1厅,,25.0,2300,92
昌岗中路,海珠,昌岗,2室1厅,南,32.5,3000,92
逸居公寓,,,,,12.5,1388,111
宝岗大道,海珠,宝岗,2室1厅,东,50.0,2100,42
逸居公寓,,,直达琶洲落地窗阳台一居室民水电/押一-G01,,15.0,1288,85
海康小区,海珠,中大,2室1厅,南,34.5,3200,92
悦City青年公寓,,,,,10.0,999,99
来回轻社区,,,,,14.0,2288,163
京华雅居,白云,新市,3室1厅,南,57.0,2300,40
808青年公寓,,,,,14.0,575,41
珠江帝景苑合生紫龙府,海珠,滨江东,5室2厅,,92.0,19500,211
广州诚寓,,,1室1厅,,10.0,1630,163
星力时代豪庭,番禺,市桥北,3室2厅,北,58.5,3500,59
楽隅公寓,,,一居室,,17.5,3100,177
华荟明苑,番禺,洛溪,3室2厅,北,54.0,4800,88
唯家公寓·,,,,,14.0,1400,100
珠江花园,番禺,厦滘,6室3厅,南/北,150.0,18000,120
顿号青年社区,,,2室1厅,,30.0,2500,83
天睿,番禺,会江,3室1厅,东南,25.0,3200,128
时代天境（黄埔）,黄埔,香雪,4室2厅,南,54.0,4500,83
华仔国际公寓,,,1室1厅,,20.75,1932,93
奥园春晓,黄埔,长岭居,3室2厅,北,45.0,3590,79
华仔国际公寓,,,1室1厅,,20.0,1959,97
兴普紫园,黄埔,科学城,1室0厅,北,15.0,1800,120
奥园香雪华府,黄埔,香雪,4居室,南卧,26.0,1711,65
宏康花园宏康和园,黄埔,开发东区,3室2厅,北,46.5,2800,60
红林物业,,,2室1厅,,38.5,3500,90
萝岗奥园广场,黄埔,香雪,1室1厅,南,26.0,3000,115
龙湖冠寓,,,,,17.5,2480,141
天健天玺,黄埔,长岭居,4室2厅,南,47.5,3400,71
龙湖冠寓,,,,,22.5,2154,95
唯家公寓·,,,,,17.5,1700,97
荔嘉公馆,番禺,桥南,1室0厅,东南,36.5,1400,38
唯家公寓·,,,,,15.0,1800,120
捷进二路,番禺,市桥,2室2厅,东南,40.0,2600,65
盈创精品馆,,,,,14.0,1250,89
番禺万达广场,番禺,万博,3室1厅,西南,83.5,15000,179
美泊精品公寓,,,2室1厅,,35.0,2800,80
锦绣香江花园第8期,番禺,汉溪长隆,3室2厅,南,69.5,8500,122
东怡新区东景园,番禺,东怡新区,3室2厅,南,59.0,4000,67
广州星河湾荟心园,番禺,星河湾,3室2厅,北,73.5,6500,88
恰寓轻社区,,,,,14.5,1750,120
富丽家园福安园,番禺,大石,6室2厅,南/北,160.0,20000,125
信业悦都荟,番禺,市桥北,1室1厅,南,23.5,2500,106
亚运城媒体村(南区),番禺,亚运城,2室1厅,南,40.0,3000,75
铂卡伦设计公寓,,,2室1厅,,35.0,2775,79
华南碧桂园翠山蓝天苑,番禺,华南碧桂园,3室2厅,东,67.5,5600,82
超寓,,,1室1厅,,19.5,1880,96
鸿禧华庭,番禺,市桥,3室2厅,南,64.0,5100,79
哈顿云际公寓,,,1室1厅,,10.0,1400,140
品秀星樾,黄埔,香雪,3室2厅,北,52.0,3500,67
龙湖冠寓,,,,,17.5,1970,112
天健天玺,黄埔,长岭居,3室2厅,,47.5,4000,84
天健天玺,黄埔,长岭居,4室2厅,西南,42.5,3500,82
金融街融穗御府,黄埔,长岭居,3室2厅,西南,42.0,3200,76
龙湖冠寓,,,,,17.5,1998,114
奥园春晓,黄埔,长岭居,3室2厅,南,45.0,3500,77
奥飞文创中心,黄埔,知识城,2室2厅,南,22.5,1800,80
科城山庄,黄埔,科学城,3室2厅,南,93.0,6800,73
科晟国际社区,,,1室1厅,,23.5,2500,106
中海誉城北苑,黄埔,香雪,1室1厅,南,63.0,2600,41
建方寓,,,,,15.0,2000,133
时代天境（黄埔）,黄埔,香雪,4室2厅,南,54.0,4800,88
佳和公馆,,,1室1厅,,23.5,2240,95
万科里享家,黄埔,黄埔永和,3室2厅,南,47.0,3000,63
泊寓,,,1室1厅,,35.5,1276,35
大壮国际广场,黄埔,科学城,4室2厅,南,42.5,5500,129
魔方公寓,,,1室1厅,,15.0,2499,166
流花路,荔湾,流花站前,2室1厅,北,37.5,2500,66
魔方公寓,,,1室1厅,,15.0,2565,171
恒利翠竹苑,荔湾,鹤洞,2室1厅,南,86.5,3600,41
房东直租,,,1室1厅,,12.5,1680,134
华贵路,荔湾,龙津,1室0厅,东南,11.0,1300,118
房东直租,,,1室1厅,,19.0,2280,120
茶滘路10-30号小区,荔湾,茶滘,3室2厅,北,52.5,3500,66
房东直租,,,,,12.5,1880,150
广州融创文旅城商务公寓,花都,花城街,1室1厅,西,27.0,800,29
肖女侠青年社区,,,,,14.0,589,42
时代云港,花都,镜湖大道,1室1厅,南,32.0,1600,50
肖女侠青年社区,,,,,15.0,480,32
金融街花溪小镇,花都,花东镇,3室2厅,南,63.0,2200,34
肖女侠青年社区,,,,,12.5,499,39
雅居乐雍逸豪庭,花都,新区,5室3厅,南,69.0,10000,144
肖女侠青年社区,,,,,12.5,540,43
碧桂园假日半岛B区,花都,山前大道,3室2厅,南/北,61.0,1800,29
肖女侠青年社区,,,,,10.0,480,48
宾馆新村,花都,旧区,2室2厅,南,40.0,800,20
肖女侠青年社区,,,1室1厅,,25.0,799,31
利丰苑,花都,旧区,2室2厅,南,34.0,1500,44
肖女侠青年社区,,,,,12.5,630,50
碧桂园星港国际,花都,新区,2室1厅,西南,29.0,1300,44
花城路,花都,旧区,2室1厅,南/北,37.5,800,21
秀全大道,花都,旧区,3室1厅,南,35.0,1100,31
V寓公寓,,,1室1厅,,20.0,650,32
嘉华广场,花都,镜湖大道,2室2厅,南,30.0,3600,120
秀全大道,花都,旧区,4室2厅,东南,54.0,1000,18
东方苑,花都,花山镇,3室2厅,南/北,57.5,1900,33
肖女侠青年社区,,,1室1厅,,22.5,689,30
宾馆新村,花都,旧区,3室1厅,南/北,35.0,900,25
肖女侠青年社区,,,1室1厅,,17.5,688,39
中建·映花悦府,花都,铁路西,2室1厅,南,31.5,1900,60
V寓公寓,,,1室1厅,,25.0,700,28
宝华路(花都),花都,旧区,3室2厅,南,60.0,800,13
V寓公寓,,,1室1厅,,15.0,650,43
狮城新村,花都,旧区,4室2厅,南,101.5,3500,34
V寓公寓,,,1室1厅,,12.5,700,56
人民路(石楼),番禺,石楼,3室3厅,南,210.5,3000,14
米寓MIYU,,,,,13.25,1840,138
剑桥郡君澜,番禺,雅居乐,4室2厅,东南,79.0,8000,101
房东直租,,,1室1厅,,19.0,2080,109
西增路,荔湾,西村,2室1厅,东,35.5,3500,98
华寓,,,1室2厅,,32.5,2688,82
方舟公馆,荔湾,东塱,2室2厅,南,22.5,2300,102
房东直租,,,1室1厅,,15.0,1780,118
保利东郡,荔湾,广钢新城,3室2厅,东,51.5,6600,128
